"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","tartness","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
5,0.455,0.18,1.9,0.036,9.46751293114682,33,106,0.98746,3.21,0.83,14,7.03
6.5,0.33,0.3,3.8,0.036,10.0629080876642,34,88,0.99028,3.25,0.63,12.5,7.11
6.5,0.33,0.3,3.8,0.036,10.6842799427762,34,88,0.99028,3.25,0.63,12.5,7.06
6.7,0.31,0.3,2.4,0.038,9.68460451357455,30,83,0.98867,3.09,0.36,12.8,7.05
7.1,0.37,0.3,6.2,0.04,9.92600206324039,49,139,0.99021,3.17,0.27,13.6,5.96
7.2,0.23,0.82,1.3,0.149,10.7498435624634,70,109,0.99304,2.93,0.42,9.2,5.92
6.5,0.33,0.3,3.8,0.036,9.78590646319195,34,88,0.99028,3.25,0.63,12.5,7
7.2,0.25,0.32,1.5,0.054,10.813397479923,24,105,0.99154,3.17,0.48,11.1,6
6.2,0.39,0.24,4.8,0.037,10.5931148021521,45,138,0.99174,3.23,0.43,11.2,6.91
4.7,0.455,0.18,1.9,0.036,8.11116186487355,33,106,0.98746,3.21,0.83,14,6.94
6.2,0.28,0.51,7.9,0.056,9.54210168263457,49,206,0.9956,3.18,0.52,9.4,4.89
6.6,0.31,0.28,1.4,0.035,8.75080519387149,28,107,0.98836,3,0.4,13.2,5.86
7.4,0.25,0.37,2.6,0.05,11.7076892174862,24,132,0.99138,3.04,0.53,11.2,5.86
7.3,0.36,0.34,14.8,0.057,9.49890482812425,46,173,0.99751,3.14,0.57,10.2,4.85
6.7,0.31,0.3,2.4,0.038,7.88119612984804,30,83,0.98867,3.09,0.36,12.8,7
8.6,0.31,0.3,0.9,0.045,9.26729091920025,16,109,0.99249,2.95,0.39,10.1,5.01
8.6,0.31,0.3,0.9,0.045,10.7792441168733,16,109,0.99249,2.95,0.39,10.1,4.99
8.6,0.22,0.33,1.2,0.031,9.47974410350515,38,95,0.99239,2.83,0.31,10.3,4.96
6.9,0.14,0.29,9.9,0.056,9.59478888831704,30,91,0.99512,3.19,0.33,9.9,6.23
6.5,0.22,0.31,3.9,0.046,12.1344916787388,17,106,0.99098,3.15,0.31,11.5,4.9
6.6,0.32,0.47,15.6,0.063,11.9164794259685,27,173,0.99872,3.18,0.56,9,4.99
6.2,0.3,0.28,1.6,0.036,8.60091177186895,28,106,0.988245,3.14,0.41,13.3,5.86
6.9,0.22,0.28,7.8,0.05,7.84647155070092,43,116,0.99326,3.22,0.6,11.5,7.98
8.7,0.31,0.21,5.6,0.039,8.95559949959901,28,67,0.99328,2.96,0.52,11,4.06
7.3,0.27,0.3,1.3,0.04,7.69818129391026,26,84,0.99222,3.28,0.53,10.7,5.86
7,0.46,0.2,16.7,0.046,10.2309933740244,50,184,0.99898,3.08,0.56,9.4,4.91
5.7,0.23,0.25,7.95,0.042,10.075693035706,16,108,0.99486,3.44,0.61,10.3,6.01
8.2,0.18,0.38,1.1,0.04,9.49455247320723,41,92,0.99062,2.88,0.6,12,5.93
6.2,0.27,0.32,6.3,0.048,9.67412666131777,47,159,0.99282,3.21,0.6,11,5.99
6.9,0.4,0.37,8.9,0.053,8.52739434448015,36,148,0.996,3.16,0.5,9.3,5.01
4.9,0.345,0.34,1,0.068,11.0250265068588,32,143,0.99138,3.24,0.4,10.1,4.98
7.2,0.23,0.39,1.5,0.053,9.96597232958065,26,106,0.99166,3.18,0.47,11.1,6.09
6.4,0.2,0.15,6.6,0.046,10.1604904470597,26,113,0.99408,2.99,0.58,9.9,6.16
6.1,0.27,0.32,6.2,0.048,8.27509587397367,47,161,0.99281,3.22,0.6,11,6.02
6.2,0.27,0.32,6.3,0.048,7.20653262316654,47,159,0.99282,3.21,0.6,11,6.04
6,0.3,0.33,2.1,0.042,10.5424875168334,31,127,0.98964,3.32,0.42,12.5,5.97
6.1,0.3,0.32,2.2,0.042,10.5397943512744,41,142,0.98952,3.31,0.44,12.7,7.09
5.7,0.14,0.3,5.4,0.045,10.416880017783,26,105,0.99469,3.32,0.45,9.3,5.06
6.9,0.4,0.37,8.9,0.053,9.4697689993943,36,148,0.996,3.16,0.5,9.3,5.02
6.3,0.33,0.2,17.9,0.066,11.5500413740164,36,161,0.9991,3.14,0.51,8.8,5.04
7,0.16,0.3,2.6,0.043,9.64309240415762,34,90,0.99047,2.88,0.47,11.2,5.96
8.4,0.22,0.3,1.3,0.038,9.48778412900155,45,122,0.99178,3.13,0.54,10.8,6.95
6.3,0.33,0.2,17.9,0.066,10.7749341830789,36,161,0.9991,3.14,0.51,8.8,4.98
7,0.16,0.3,2.6,0.043,11.1919127915776,34,90,0.99047,2.88,0.47,11.2,5.98
5.4,0.24,0.18,2.3,0.05,9.75449821992765,22,145,0.99207,3.24,0.46,10.3,5.02
7.7,0.31,0.36,4.3,0.026,10.8046750578409,15,87,0.99152,3.11,0.48,12,5.08
5.6,0.185,0.19,7.1,0.048,9.39533684751336,36,110,0.99438,3.26,0.41,9.5,6.04
7.2,0.58,0.27,5.8,0.032,9.7043771206049,40,118,0.99088,3.17,0.53,13,7.08
6,0.34,0.32,3.8,0.044,10.1352620266732,13,116,0.99108,3.39,0.44,11.8,6.88
7.3,0.38,0.23,6.5,0.05,9.35775636974082,18,102,0.99304,3.1,0.55,11.2,4.24
5.4,0.185,0.19,7.1,0.048,10.1085105031766,36,110,0.99438,3.26,0.41,9.5,5.96
6.3,0.27,0.51,7.6,0.049,9.31917883844323,35,200,0.99548,3.16,0.54,9.4,4.1
6.5,0.29,0.52,7.9,0.049,10.4302669457169,35,192,0.99551,3.16,0.51,9.5,6.1
6.4,0.17,0.3,2.8,0.034,11.548994861968,33,125,0.99152,3.03,0.49,10.4,6.01
6.7,0.18,0.31,10.6,0.035,9.38082222321948,42,143,0.99572,3.08,0.49,9.8,6.93
6.8,0.37,0.67,1.5,0.175,9.84007316756964,16,98,0.99244,3.06,0.56,10.3,6.05
6.3,0.27,0.51,7.6,0.049,9.89038968771582,35,200,0.99548,3.16,0.54,9.4,4
6.5,0.29,0.52,7.9,0.049,11.0451371966785,35,192,0.99551,3.16,0.51,9.5,5.9
6.1,0.24,0.26,1.7,0.033,9.94712517410666,61,134,0.9903,3.19,0.81,11.9,6.84
7,0.32,0.29,7.6,0.025,10.1973365124821,35,124,0.99162,3.15,0.65,12.8,6.91
6.9,0.27,0.25,7.5,0.03,9.90588553163203,18,117,0.99116,3.09,0.38,13,6.09
6.5,0.29,0.53,1.7,0.04,10.2567640967208,41,192,0.9922,3.26,0.59,10.4,6.9
6.5,0.29,0.52,1.7,0.034,9.94802775584969,41,193,0.99223,3.25,0.59,10.4,5.99
6.1,0.22,0.25,12.1,0.035,8.995084525374,54,135,0.99481,3.21,0.4,10.7,5.06
6.3,0.22,0.27,4.5,0.036,11.3102742932167,81,157,0.9928,3.05,0.76,10.7,6.76
5.6,0.23,0.25,8,0.043,9.85468684632211,31,101,0.99429,3.19,0.42,10.4,6
7,0.32,0.29,7.6,0.025,10.1336369169574,35,124,0.99162,3.15,0.65,12.8,6.81
6.8,0.11,0.27,8.6,0.044,9.69675413243475,45,104,0.99454,3.2,0.37,9.9,5.92
6.8,0.11,0.27,8.6,0.044,9.9421875109227,45,104,0.99454,3.2,0.37,9.9,5.95
7.3,0.23,0.41,14.6,0.048,9.9941984452069,73,223,0.99863,3.16,0.71,9.4,5.93
6.1,0.2,0.17,1.6,0.048,8.71298689366028,46,129,0.991,3.3,0.43,11.4,5.94
6.8,0.11,0.27,8.6,0.044,9.35058455477154,45,104,0.99454,3.2,0.37,9.9,5.99
7.3,0.23,0.41,14.6,0.048,9.25871056369608,73,223,0.99863,3.16,0.71,9.4,6.08
6.9,0.2,0.41,1.1,0.06,10.6803539486189,36,104,0.99317,2.99,0.39,9.2,4.99
6.7,0.19,0.32,3.7,0.041,10.2669542888445,26,76,0.99173,2.9,0.57,10.5,6.94
6.7,0.28,0.34,8.9,0.048,8.08530294045474,32,111,0.99455,3.25,0.54,11,7.07
6.7,0.28,0.34,8.9,0.048,8.94213094179043,32,111,0.99455,3.25,0.54,11,7.1
8,0.37,0.31,4.7,0.038,7.29267740405181,3,127,0.99186,2.9,0.72,12.1,4.99
6.7,0.28,0.34,8.9,0.048,8.63941581835457,32,111,0.99455,3.25,0.54,11,7.09
6.4,0.24,0.49,5.8,0.053,8.85102522198664,25,120,0.9942,3.01,0.98,10.5,5.91
6.4,0.24,0.49,5.8,0.053,9.41493475657951,25,120,0.9942,3.01,0.98,10.5,5.89
6.4,0.25,0.57,1,0.062,9.44538838740885,21,122,0.99238,3,0.4,9.5,5.08
6.1,0.25,0.48,15.8,0.052,10.4501311238832,25,94,0.99782,3.07,0.45,9.2,6.06
6.8,0.14,0.35,1.5,0.047,9.64579565828452,40,117,0.99111,3.07,0.72,11.1,5.86
6.5,0.38,0.26,5.2,0.042,10.4383071277875,33,112,0.99067,3.06,0.5,12.3,6.8
6.8,0.14,0.35,1.5,0.047,9.51542054377068,40,117,0.99111,3.07,0.72,11.1,6.06
6.4,0.25,0.57,1,0.062,9.24068943742416,21,122,0.99238,3,0.4,9.5,5.16
6.1,0.25,0.48,15.8,0.052,10.1664712156306,25,94,0.99782,3.07,0.45,9.2,6.18
6.8,0.22,0.32,5.9,0.054,11.0181149906241,40,152,0.9938,3.2,0.57,10.8,6.14
6,0.26,0.29,3.1,0.041,10.6027245990193,37,144,0.98944,3.22,0.39,12.8,6.86
6.4,0.24,0.49,5.8,0.053,10.3173726372792,25,120,0.9942,3.01,0.98,10.5,6
6.5,0.46,0.24,11.5,0.051,9.47301317851457,56,171,0.99588,3.08,0.56,9.8,6.02
6.5,0.18,0.48,18,0.054,9.962688134889,56,183,1.00038,2.98,0.61,8.5,5.99
7.2,0.4,0.24,8.5,0.055,10.3173983341133,45,151,0.99626,3.2,0.52,9.2,4.94
5.9,0.23,0.24,1.6,0.037,11.7622300379451,32,115,0.99076,3.21,0.51,11.4,6.17
6.4,0.18,0.48,18,0.054,9.90406446428119,56,183,1.00038,2.98,0.61,8.5,5.94
6.2,0.32,0.12,4.8,0.054,9.5130332142018,6,97,0.99424,3.16,0.5,9.3,5.03
6.4,0.37,0.12,5.9,0.056,9.94384218539311,6,91,0.99536,3.06,0.46,8.4,3.96
7,0.23,0.42,1.1,0.062,9.10247821746898,35,100,0.99318,3.04,0.4,9.2,4.92
7.2,0.4,0.24,8.5,0.055,9.94073482073544,45,151,0.99626,3.2,0.52,9.2,4.93
7.6,0.19,0.37,13.1,0.033,10.808305120744,52,151,0.99726,3.18,0.79,10.4,5.82
6.2,0.32,0.45,2.9,0.029,10.2433053054742,37,94,0.98998,3.25,0.6,12.4,6.01
7.6,0.19,0.37,13.1,0.033,10.1859813850581,52,151,0.99726,3.18,0.79,10.4,6.04
6.4,0.26,0.26,1.1,0.052,9.65953557773861,22,176,0.99304,3.09,0.54,9.3,5.13
5.9,0.25,0.27,1.5,0.029,10.1494358798119,37,81,0.9892,3.2,0.46,12.2,5.83
6.1,0.28,0.3,7.75,0.031,12.3537346336061,33,139,0.99296,3.22,0.46,11,5.94
6.9,0.19,0.38,1.15,0.023,9.52126366409736,30,105,0.99047,3.11,0.38,11.4,4.84
6.4,0.29,0.57,1,0.06,9.98584598518274,15,120,0.9924,3.06,0.41,9.5,5.03
7.5,0.26,0.38,5.7,0.021,9.97595243332629,23,125,0.99338,3.13,0.62,11.1,6.09
7.3,0.33,0.22,1.4,0.041,11.3250461308392,40,177,0.99287,3.14,0.48,9.9,4.98
7.3,0.34,0.22,1.4,0.044,9.03508237533329,43,176,0.99286,3.14,0.46,9.9,5.03
6.4,0.29,0.57,1,0.06,9.25997318376773,15,120,0.9924,3.06,0.41,9.5,4.99
6.3,0.24,0.29,1.6,0.052,11.0106869419779,48,185,0.9934,3.21,0.5,9.4,5.08
6.2,0.24,0.22,7.9,0.053,8.79753579152793,45,149,0.99545,3.23,0.52,9.3,4.87
7.4,0.16,0.27,15.5,0.05,9.75489662754474,25,135,0.9984,2.9,0.43,8.7,7.2
7.4,0.16,0.27,15.5,0.05,9.10648640699861,25,135,0.9984,2.9,0.43,8.7,6.96
7.4,0.16,0.27,15.5,0.05,10.5293872143097,25,135,0.9984,2.9,0.43,8.7,7.04
7.4,0.16,0.27,15.5,0.05,9.54891707615437,25,135,0.9984,2.9,0.43,8.7,7.21
7.2,0.17,0.28,17.55,0.05,9.53260630096659,33,154,0.99971,2.94,0.43,9,6.99
6.8,0.16,0.36,1.3,0.034,8.617876279526,32,98,0.99058,3.02,0.58,11.3,5.9
6.2,0.24,0.22,7.9,0.053,9.45922936667726,45,149,0.99545,3.23,0.52,9.3,5
6.8,0.3,0.27,11.6,0.028,9.40384928631058,22,97,0.99314,2.96,0.38,11.7,5.86
6.5,0.43,0.18,13.15,0.032,10.2456605826461,25,131,0.99565,3.23,0.51,10.7,5.08
6.9,0.19,0.35,13.5,0.038,10.9317311288817,49,118,0.99546,3,0.63,10.7,5.89
6.8,0.16,0.36,1.3,0.034,8.98049693857696,32,98,0.99058,3.02,0.58,11.3,5.85
6.4,0.41,0.01,6.1,0.048,9.60625203665266,20,70,0.99362,3.19,0.42,10,5
6.4,0.41,0.01,6.1,0.048,9.28904205741438,20,70,0.99362,3.19,0.42,10,5.09
7.4,0.36,0.32,1.9,0.036,10.3210244065486,27,119,0.99196,3.15,0.49,11.2,5.94
6.1,0.17,0.21,1.9,0.09,10.3279579910513,44,130,0.99255,3.07,0.41,9.7,4.94
5.5,0.28,0.21,1.6,0.032,11.484918103833,23,85,0.99027,3.42,0.42,12.5,4.9
6.6,0.5,0.26,11.3,0.029,9.45624925097859,32,110,0.99302,3.27,0.78,12.9,8.08
7.1,0.44,0.27,8.4,0.057,11.5577939843779,60,160,0.99257,3.16,0.36,11.8,6.12
6.9,0.38,0.28,8.3,0.062,9.62890619297335,22,166,0.99506,3.16,0.72,10.6,5.13
7.1,0.44,0.27,8.4,0.057,7.48854822555746,60,160,0.99257,3.16,0.36,11.8,5.93
6.2,0.24,0.28,12.2,0.049,9.34821795995138,54,133,0.9952,3.19,0.37,10.7,5.95
6.1,0.28,0.27,8,0.048,10.9549093552893,41,162,0.99498,3.21,0.51,9.9,5.01
7.6,0.26,0.32,1.3,0.048,10.3479850837534,23,76,0.9903,2.96,0.46,12,6.1
7.5,0.16,0.38,12.7,0.043,9.61094790655462,70.5,163,0.99706,3.15,0.82,10.4,7.05
6.5,0.36,0.16,1.3,0.054,10.5760915803183,11,107,0.99398,3.19,0.39,8.5,4.95
7.4,0.37,0.26,9.6,0.05,10.3515533797374,33,134,0.99608,3.13,0.46,10.4,5.05
5.7,0.25,0.21,1.5,0.044,10.6453046347045,21,108,0.99142,3.3,0.59,11,5.85
5.8,0.23,0.21,1.5,0.044,7.77028600894347,21,110,0.99138,3.3,0.57,11,5.99
5.4,0.265,0.28,7.8,0.052,9.47034219738549,27,91,0.99432,3.19,0.38,10.4,6.02
5.7,0.25,0.27,10.8,0.05,9.56321094926274,58,116,0.99592,3.1,0.5,9.8,5.9
5.7,0.25,0.26,12.5,0.049,10.5157998051149,52.5,106,0.99691,3.08,0.45,9.4,6.05
5.9,0.23,0.28,8.6,0.046,9.69688237121805,37,142,0.99432,3.23,0.53,10.6,6.09
6.2,0.3,0.32,1.2,0.052,10.7532932820296,32,185,0.99266,3.28,0.44,10.1,4.92
6.5,0.33,0.24,14.5,0.048,11.8589915760638,20,96,0.99456,3.06,0.3,11.5,8.02
7.4,0.26,0.29,3.7,0.048,9.45106010516197,14,73,0.9915,3.06,0.45,11.4,5.89
7,0.2,0.4,1.1,0.058,9.2718222807954,30,93,0.99322,3.03,0.38,9.2,6.03
6.5,0.21,0.42,1.1,0.059,9.38969864151462,33,101,0.9927,3.12,0.38,9.7,5.99
6.8,0.27,0.24,4.6,0.098,9.27662559790909,36,127,0.99412,3.15,0.49,9.6,5.93
6.7,0.24,0.3,10.2,0.07,10.9408894214369,44,179,0.99666,2.86,0.46,8.9,6.09
6.4,0.5,0.2,2.4,0.059,10.0632509717503,19,112,0.99314,3.18,0.4,9.2,6
6.6,0.41,0.27,10.7,0.11,9.77940513157066,20,103,0.99672,3.08,0.41,9,6.04
6.4,0.25,0.28,4.9,0.03,10.2232813679763,29,98,0.99024,3.09,0.58,12.8,7.13
6.6,0.41,0.27,10.7,0.11,11.0905335238743,20,103,0.99672,3.08,0.41,9,5.96
8,0.25,0.35,1.1,0.054,9.61994225763771,13,136,0.99366,3.08,0.55,9.5,5.07
6.4,0.14,0.28,7.9,0.057,9.00353116466187,21,82,0.99425,3.26,0.36,10,5.85
6.6,0.21,0.34,5.6,0.046,8.77611306926926,30,140,0.99299,3.22,0.38,11,4.9
6.3,0.29,0.23,14.2,0.037,9.51015251161412,24,99,0.99528,3.08,0.38,10.6,6.04
6.9,0.37,0.23,9.5,0.057,9.09524828440524,54,166,0.99568,3.23,0.42,10,5.04
6.9,0.37,0.23,9.5,0.057,10.4007310494711,54,166,0.99568,3.23,0.42,10,4.89
5.7,0.31,0.28,4.1,0.03,9.17516310478858,22,86,0.99062,3.31,0.38,11.7,6.97
6.9,0.45,0.27,4.7,0.035,10.2271202921996,17,80,0.99058,3.12,0.36,12.5,7.02
6.9,0.3,0.45,1.4,0.039,10.2356477654364,36,122,0.99059,3.07,0.47,11.1,6.88
5.3,0.23,0.56,0.9,0.041,11.5003858846314,46,141,0.99119,3.16,0.62,9.7,5.06
6.7,0.28,0.42,3.5,0.035,10.9002088845776,43,105,0.99021,3.18,0.38,12.2,6.03
5,0.255,0.22,2.7,0.043,10.1718019056952,46,153,0.99238,3.75,0.76,11.3,6.05
5.5,0.21,0.25,1.2,0.04,9.63643197743633,18,75,0.99006,3.31,0.56,11.3,6.06
6.1,0.17,0.29,1.1,0.041,10.0126353590714,32,92,0.99036,3.26,0.57,11.2,6.15
7.5,0.21,0.29,1.5,0.046,8.99783084160751,35,107,0.99123,3.15,0.45,11.3,5.73
6.2,0.35,0.2,18.1,0.069,8.27616721119358,33,158,0.99908,3.15,0.5,8.8,5.76
6.2,0.35,0.2,18.1,0.069,11.1968048644715,33,158,0.99908,3.15,0.5,8.8,5.87
6.5,0.43,0.31,3.6,0.046,11.9852674397751,19,143,0.99022,3.15,0.34,12,7.96
6.5,0.4,0.31,3.5,0.046,9.35456829389236,22,147,0.99024,3.15,0.31,12,6.96
7.4,0.28,0.5,12.1,0.049,11.8822952684465,48,122,0.9973,3.01,0.44,9,4.95
6.3,0.23,0.22,17.45,0.054,10.3731820503593,42,151,0.99853,3.12,0.6,9.3,5.89
6,0.13,0.36,1.6,0.052,10.2645282896374,23,72,0.98974,3.1,0.5,11.5,6.84
6.3,0.17,0.23,5.7,0.048,9.92978052855986,44,147,0.99382,3.08,0.54,10,5.04
6.3,0.18,0.22,5.6,0.047,10.2472303861888,45,147,0.99383,3.09,0.54,10,4.98
6.7,0.31,0.34,6.8,0.059,10.7384535969041,51,215,0.99538,3.33,0.56,10.3,5.05
6.6,0.33,0.32,15.6,0.054,10.209664374585,62,227,0.99734,3.25,0.56,10.4,5
6.3,0.34,0.31,6,0.02,9.57966910160211,18,68,0.98981,3.22,0.29,13.4,6.82
6.8,0.29,0.32,1.8,0.032,9.44815030681232,18,130,0.99095,3.05,0.62,11.2,5.96
7.4,0.31,0.26,8.6,0.048,9.34861159608778,47,206,0.9964,3.26,0.36,9.1,5.05
7.4,0.31,0.26,8.6,0.048,9.60563268742575,47,206,0.9964,3.26,0.36,9.1,5.04
5.7,0.25,0.27,11.5,0.04,10.6284720356103,24,120,0.99411,3.33,0.31,10.8,6.1
6.8,0.27,0.28,7.8,0.038,10.0053939785245,26,89,0.9915,3.24,0.34,12.5,6.07
5.9,0.26,0.24,2.4,0.046,9.685808486817,27,132,0.99234,3.63,0.73,11.3,4.91
5.9,0.65,0.23,5,0.035,10.1424300101856,20,128,0.99016,3.46,0.48,12.8,5.95
7.4,0.31,0.26,8.6,0.048,10.1537206913082,47,206,0.9964,3.26,0.36,9.1,5.13
6.6,0.23,0.32,1.5,0.041,12.4249670498207,8,72,0.98949,3.22,0.39,12.7,6.03
6.8,0.18,0.35,5.4,0.054,9.81508286670595,53,143,0.99287,3.1,0.54,11,7.02
6.8,0.28,0.29,11.9,0.052,10.2143008341233,51,149,0.99544,3.02,0.58,10.4,6.14
5.9,0.27,0.27,9,0.051,9.81282678111899,43,136,0.9941,3.25,0.53,10.7,5.94
6.8,0.28,0.29,11.9,0.052,9.41813649979701,51,149,0.99544,3.02,0.58,10.4,6.24
6.8,0.26,0.29,11.9,0.052,8.53076393443806,54,160,0.99546,3.03,0.58,10.4,6
7.1,0.13,0.29,15.5,0.064,11.2520779928953,56,115.5,0.99737,3.16,0.41,9.7,7.12
6.2,0.2,0.25,15,0.055,9.4095188506318,8,120,0.99767,3.19,0.53,9.6,5.85
5.8,0.24,0.28,1.4,0.038,9.39130295026412,40,76,0.98711,3.1,0.29,13.9,6.98
7.6,0.48,0.31,9.4,0.046,6.48472394106292,6,194,0.99714,3.07,0.61,9.4,4.85
7.4,0.26,0.32,3.7,0.032,11.752226508525,29,193,0.99134,3.1,0.67,12.5,6.2
6.2,0.2,0.25,15,0.055,9.30479014728077,8,120,0.99767,3.19,0.53,9.6,6.06
6.1,0.3,0.47,1.4,0.049,10.2532771053473,50,187,0.9927,3.19,0.45,9.5,4.91
6.1,0.3,0.47,1.4,0.049,10.3370312586598,50,187,0.9927,3.19,0.45,9.5,4.96
6.3,0.34,0.52,6.3,0.047,10.0983514788536,63,186,0.99481,3.18,0.44,9.6,5.01
7.4,0.16,0.3,13.7,0.056,10.7372375459401,33,168,0.99825,2.9,0.44,8.7,6.99
7.4,0.16,0.3,13.7,0.056,8.81216620530525,33,168,0.99825,2.9,0.44,8.7,7
7.4,0.16,0.3,13.7,0.056,11.7250657572162,33,168,0.99825,2.9,0.44,8.7,7.05
7.4,0.16,0.3,13.7,0.056,10.5972937441795,33,168,0.99825,2.9,0.44,8.7,6.89
7.4,0.16,0.3,13.7,0.056,8.88260961751875,33,168,0.99825,2.9,0.44,8.7,7.03
7.4,0.16,0.3,13.7,0.056,8.84876708921005,33,168,0.99825,2.9,0.44,8.7,6.87
7.2,0.26,0.38,1.5,0.061,9.4448760238617,12,120,0.99192,3.18,0.46,10.4,4.95
7,0.31,0.35,1.6,0.063,11.0989291853721,13,119,0.99184,3.22,0.5,10.7,4.99
6.6,0.22,0.35,1.4,0.05,9.82306861361961,23,83,0.99019,3.17,0.48,12,6.83
5.8,0.23,0.31,3.5,0.044,11.3221709157475,35,158,0.98998,3.19,0.37,12.1,7
6,0.19,0.26,1.4,0.039,9.72215738711146,30,104,0.98998,3.32,0.41,12.4,6.04
6.7,0.21,0.34,1.5,0.035,9.33882402992936,45,123,0.98949,3.24,0.36,12.6,6.93
6.6,0.22,0.37,1.6,0.04,10.7523668845252,31,101,0.99009,3.15,0.66,12,4.96
6.8,0.34,0.27,5.2,0.06,10.5256410175537,14,169,0.99252,3.27,0.57,11.6,6.15
7.1,0.34,0.86,1.4,0.174,9.81907609967697,36,99,0.99288,2.92,0.5,9.3,5.01
6.3,0.24,0.22,11.9,0.05,8.95386986124205,65,179,0.99659,3.06,0.58,9.3,5.98
6.9,0.35,0.39,2.4,0.048,9.0779120437714,25,157,0.99133,3.2,0.54,11.1,7.1
6.8,0.24,0.33,3.2,0.049,9.62502004064409,68,161,0.99324,3.1,0.69,10.2,6.03
6.4,0.25,0.33,1.7,0.037,10.9500651954726,35,113,0.99164,3.23,0.66,10.6,5.94
5.8,0.19,0.33,4.2,0.038,9.11643404931601,49,133,0.99107,3.16,0.42,11.3,7.13
6.5,0.31,0.61,13,0.053,7.85358986767379,31,123,0.99708,3.09,0.5,9.3,5.91
7.5,0.38,0.56,9.7,0.055,10.2699986745933,15,170,0.99605,3.13,0.65,9.9,6.02
6.2,0.3,0.3,2.5,0.041,10.4273414260676,29,82,0.99065,3.31,0.61,11.8,6.99
6.4,0.33,0.28,4,0.04,9.87231436567656,24,81,0.9903,3.26,0.64,12.6,7.04
6.9,0.24,0.4,15.4,0.052,9.28483513289317,81,198,0.9986,3.2,0.69,9.4,5.07
7.6,0.27,0.32,1.2,0.043,8.52815461221169,23,72,0.99236,3.06,0.68,10.5,4.97
5.9,0.24,0.34,2,0.037,11.2963138133794,40,108,0.98948,3.19,0.5,12.3,6.21
5.3,0.33,0.3,1.2,0.048,10.7481468529329,25,119,0.99045,3.32,0.62,11.3,5.78
6.4,0.21,0.21,5.1,0.097,10.8298458121465,21,105,0.9939,3.07,0.46,9.6,4.88
7,0.22,0.3,1.4,0.04,7.66245305069438,14,63,0.98985,3.2,0.33,12,6.08
7.8,0.27,0.35,1.2,0.05,7.89019913016521,36,140,0.99138,3.09,0.45,11.2,5.02
6.7,0.2,0.24,6.5,0.044,9.90719582973314,28,100,0.99348,3.12,0.33,10.2,6.02
8.1,0.27,0.33,1.3,0.045,10.5217580114077,26,100,0.99066,2.98,0.44,12.4,6.05
6.7,0.2,0.24,6.5,0.044,10.7399682691549,28,100,0.99348,3.12,0.33,10.2,5.95
7.1,0.45,0.24,2.7,0.04,9.5081712560377,24,87,0.98862,2.94,0.38,13.4,7.94
5.8,0.22,0.29,1.3,0.036,9.11818373192985,25,68,0.98865,3.24,0.35,12.6,6
6.3,0.3,0.48,7.4,0.053,9.56964371787726,34,149,0.99472,3.18,0.53,9.8,4.96
7.9,0.36,0.53,12.9,0.049,9.2048640989642,63,139,0.99792,2.94,0.45,9.1,5.04
8,0.24,0.33,1.2,0.044,10.5099966982534,28,101,0.99035,3.03,0.43,12.5,5.85
6.7,0.41,0.27,2.6,0.033,10.7702313041636,25,85,0.99086,3.05,0.34,11.7,6.1
6.7,0.24,0.31,2.3,0.044,9.22181854529988,37,113,0.99013,3.29,0.46,12.9,5.78
6.9,0.26,0.38,10.5,0.044,9.58653805992396,33,139,0.99517,3.06,0.5,10.3,6.04
6.7,0.41,0.27,2.6,0.033,9.49848681884577,25,85,0.99086,3.05,0.34,11.7,6
5.9,0.32,0.2,14.4,0.05,9.59202710461718,29,144,0.99666,3.24,0.41,10.3,5.99
6.1,0.25,0.3,1.2,0.036,10.7214730645825,42,107,0.991,3.34,0.56,10.8,7.08
5.6,0.23,0.29,3.1,0.023,9.8735580565843,19,89,0.99068,3.25,0.51,11.2,5.94
6.6,0.23,0.32,1.7,0.024,9.3942550256844,26,102,0.99084,3.29,0.6,11.8,6.06
6,0.17,0.21,6,0.05,9.88556579978651,26,134,0.9939,3.08,0.54,9.8,5.9
7.1,0.38,0.42,11.8,0.041,9.34749302992868,32,193,0.99624,3.04,0.49,10,6.18
6.6,0.31,0.37,6.2,0.052,8.22510677489966,13,164,0.99602,3.24,0.39,8.8,4.12
7,0.44,0.24,12.1,0.056,8.54592289289273,68,210,0.99718,3.05,0.5,9.5,5.13
7,0.44,0.24,12.1,0.056,10.8595234528225,68,210,0.99718,3.05,0.5,9.5,5.06
8,0.33,0.32,4.6,0.041,11.2340384348279,31,180,0.99184,2.92,0.74,12.2,5.74
7,0.44,0.24,12.1,0.056,9.33565585770165,68,210,0.99718,3.05,0.5,9.5,4.94
6,0.19,0.29,1.2,0.046,8.14142513756445,29,92,0.99033,3.22,0.53,11.3,6.1
6.3,0.28,0.34,8.1,0.038,9.5419311336299,44,129,0.99248,3.26,0.29,12.1,5.99
6.1,0.38,0.14,3.9,0.06,8.59248281785633,27,113,0.99344,3.07,0.34,9.2,4
5.4,0.22,0.35,6.5,0.029,10.0643132994174,26,87,0.99092,3.29,0.44,12.5,6.99
6.2,0.345,0.27,10.1,0.056,9.80580149313887,38,187,0.99486,3.31,0.56,10.6,4.93
